author,loc,spcd,treeno,coreno,cv,satw,extsatw,dw,extdw,sg,extsg,meth,ht
WDS_Pitch_Pine_P1,40,126,2,A,,1.752,1.752,0.722,0.678,0.4807,0.4469,3,
WDS_Pitch_Pine_P1,40,126,1,B,,2.852,2.874,1.13,1.09,0.4592,0.4366,3,
WDS_Pitch_Pine_P1,40,126,1,A,,2.362,2.382,0.87,0.826,0.4222,0.3941,3,
WDS_Pitch_Pine_P1,41,126,20,B,,1.732,1.686,0.642,0.588,0.4253,0.3967,3,
WDS_Pitch_Pine_P1,41,126,1,A,,2.168,2.162,0.86,0.818,0.4599,0.4354,3,
WDS_Pitch_Pine_P1,41,126,1,B,,2.776,2.726,1.158,1.102,0.4876,0.4701,3,
WDS_Pitch_Pine_P1,41,126,2,A,,2.252,2.182,0.79,0.752,0.3993,0.3914,3,
WDS_Pitch_Pine_P1,41,126,2,B,,2.752,2.71,1.006,0.956,0.4186,0.4019,3,
WDS_Pitch_Pine_P1,41,126,3,A,,2.754,2.71,1.232,1.172,0.5294,0.5087,3,
WDS_Pitch_Pine_P1,41,126,3,B,,2.114,2.1,0.938,0.874,0.5243,0.4863,3,
WDS_Pitch_Pine_P1,41,126,4,A,,1.62,1.576,0.662,0.612,0.476,0.4487,3,
WDS_Pitch_Pine_P1,41,126,4,B,,2.578,2.538,1.164,1.092,0.5352,0.5056,3,
WDS_Pitch_Pine_P1,41,126,5,A,,2.718,2.698,1.122,1.064,0.4817,0.4568,3,
WDS_Pitch_Pine_P1,41,126,5,B,,2.868,2.85,1.184,1.104,0.4817,0.4474,3,
WDS_Pitch_Pine_P1,41,126,6,A,,2.838,2.762,1.16,1.104,0.4762,0.4639,3,
WDS_Pitch_Pine_P1,41,126,6,B,,2.398,2.376,0.988,0.932,0.4806,0.4539,3,
WDS_Pitch_Pine_P1,41,126,7,A,,2.378,2.324,0.938,0.894,0.4569,0.4438,3,
WDS_Pitch_Pine_P1,41,126,7,B,,2.398,2.402,1.186,0.95,0.5968,0.4583,3,
WDS_Pitch_Pine_P1,41,126,8,A,,2.1,2.03,0.732,0.692,0.3964,0.3865,3,
WDS_Pitch_Pine_P1,41,126,8,B,,2.518,2.518,0.934,0.892,0.4256,0.4038,3,
WDS_Pitch_Pine_P1,41,126,9,A,,1.774,1.76,0.724,0.682,0.4753,0.4476,3,
WDS_Pitch_Pine_P1,41,126,9,B,,2.212,2.148,0.942,0.89,0.4996,0.4838,3,
WDS_Pitch_Pine_P1,41,126,10,A,,1.648,1.612,0.66,0.632,0.465,0.4537,3,
WDS_Pitch_Pine_P1,41,126,10,B,,1.218,1.226,0.466,0.432,0.441,0.4014,3,
WDS_Pitch_Pine_P1,41,126,11,A,,1.952,1.908,0.832,0.77,0.5001,0.4691,3,
WDS_Pitch_Pine_P1,41,126,11,B,,2.342,2.286,0.954,0.91,0.4743,0.4617,3,
WDS_Pitch_Pine_P1,41,126,12,A,,2.818,2.768,0.948,0.88,0.3808,0.3573,3,
WDS_Pitch_Pine_P1,41,126,12,B,,3.738,3.618,1.37,1.26,0.4198,0.396,3,
WDS_Pitch_Pine_P1,41,126,13,A,,1.64,1.588,0.61,0.578,0.427,0.4165,3,
WDS_Pitch_Pine_P1,41,126,13,B,,1.616,1.538,0.604,0.572,0.4294,0.4269,3,
WDS_Pitch_Pine_P1,41,126,14,A,,1.652,1.632,0.636,0.652,0.4442,0.4637,3,
WDS_Pitch_Pine_P1,41,126,14,B,,1.632,1.602,0.65,0.618,0.462,0.4453,3,
WDS_Pitch_Pine_P1,41,126,15,A,,1.84,1.802,0.734,0.686,0.4629,0.4385,3,
WDS_Pitch_Pine_P1,41,126,15,B,,2.352,2.292,0.976,0.922,0.4846,0.4674,3,
WDS_Pitch_Pine_P1,41,126,16,A,,2.02,1.972,0.808,0.746,0.4643,0.4353,3,
WDS_Pitch_Pine_P1,41,126,16,B,,2.22,2.158,0.932,0.872,0.4913,0.4698,3,
WDS_Pitch_Pine_P1,41,126,17,A,,2.272,2.25,0.84,0.778,0.424,0.3928,3,
WDS_Pitch_Pine_P1,41,126,17,B,,2.306,2.326,0.922,0.868,0.4641,0.4286,3,
WDS_Pitch_Pine_P1,41,126,18,A,,2.218,2.148,0.838,0.756,0.4347,0.4008,3,
WDS_Pitch_Pine_P1,41,126,18,B,,2.346,2.238,1.046,0.8,0.5273,0.408,3,
WDS_Pitch_Pine_P1,41,126,19,A,,2.03,2.028,0.816,0.76,0.467,0.4307,3,
WDS_Pitch_Pine_P1,41,126,19,B,,2.03,1.962,0.828,0.78,0.475,0.461,3,
WDS_Pitch_Pine_P1,41,126,20,A,,1.85,1.832,0.69,0.642,0.4283,0.3989,3,
WDS_Pitch_Pine_P1,42,126,20,B,,1.838,1.846,0.748,0.67,0.4738,0.4151,3,
WDS_Pitch_Pine_P1,42,126,20,A,,1.988,1.988,0.762,0.698,0.442,0.3997,3,
WDS_Pitch_Pine_P1,42,126,19,B,,2.408,2.412,1.082,0.946,0.5322,0.4539,3,
WDS_Pitch_Pine_P1,42,126,19,A,,2.206,2.216,0.932,0.88,0.4949,0.4605,3,
WDS_Pitch_Pine_P1,42,126,18,B,,2.2,2.216,0.808,0.772,0.4208,0.3962,3,
WDS_Pitch_Pine_P1,42,126,18,A,,2.166,2.192,0.878,0.802,0.4716,0.419,3,
WDS_Pitch_Pine_P1,42,126,17,B,,1.758,1.754,0.728,0.688,0.4835,0.4539,3,
WDS_Pitch_Pine_P1,42,126,17,A,,1.99,2.008,0.868,0.832,0.5138,0.4838,3,
WDS_Pitch_Pine_P1,42,126,16,B,,1.834,1.852,0.77,0.726,0.4913,0.4536,3,
WDS_Pitch_Pine_P1,42,126,16,A,,1.976,2.022,0.866,0.822,0.5167,0.4732,3,
WDS_Pitch_Pine_P1,42,126,15,B,,2.104,2.112,0.932,0.814,0.5233,0.4448,3,
WDS_Pitch_Pine_P1,42,126,15,A,,2.498,2.498,0.97,0.9,0.4487,0.4117,3,
WDS_Pitch_Pine_P1,42,126,14,B,,1.662,1.688,0.72,0.692,0.5097,0.4778,3,
WDS_Pitch_Pine_P1,42,126,14,A,,1.664,1.688,0.658,0.622,0.4582,0.4224,3,
WDS_Pitch_Pine_P1,42,126,13,B,,1.686,1.688,0.702,0.632,0.4865,0.4302,3,
WDS_Pitch_Pine_P1,42,126,13,A,,1.272,1.276,0.558,0.5,0.5173,0.4534,3,
WDS_Pitch_Pine_P1,42,126,12,B,,3.044,3.048,1.248,1.18,0.4779,0.4471,3,
WDS_Pitch_Pine_P1,42,126,12,A,,2.042,2.044,0.792,0.74,0.4481,0.4139,3,
WDS_Pitch_Pine_P1,42,126,11,B,,1.57,1.57,0.602,0.526,0.4422,0.379,3,
WDS_Pitch_Pine_P1,42,126,1,A,,1.968,1.952,0.75,0.688,0.4391,0.4015,3,
WDS_Pitch_Pine_P1,42,126,11,A,,1.752,1.746,0.798,0.712,0.5408,0.4749,3,
WDS_Pitch_Pine_P1,42,126,10,B,,2.968,2.97,1.234,1.176,0.4857,0.4589,3,
WDS_Pitch_Pine_P1,42,126,10,A,,2.278,2.298,0.93,0.872,0.4755,0.4369,3,
WDS_Pitch_Pine_P1,42,126,9,B,,2.26,2.242,0.932,0.852,0.4811,0.4376,3,
WDS_Pitch_Pine_P1,42,126,9,A,,1.902,1.912,0.778,0.738,0.4766,0.4456,3,
WDS_Pitch_Pine_P1,42,126,8,B,,2.552,2.554,0.942,0.912,0.4232,0.4075,3,
WDS_Pitch_Pine_P1,42,126,8,A,,2.14,2.132,0.738,0.712,0.3916,0.3776,3,
WDS_Pitch_Pine_P1,42,126,7,B,,3.16,3.118,1.872,1.358,0.7454,0.5129,3,
WDS_Pitch_Pine_P1,42,126,7,A,,2.042,2.038,0.872,0.778,0.5012,0.4399,3,
WDS_Pitch_Pine_P1,42,126,6,B,,2.498,2.506,0.982,0.944,0.4551,0.4332,3,
WDS_Pitch_Pine_P1,42,126,6,A,,2.47,2.472,0.92,0.882,0.4276,0.4071,3,
WDS_Pitch_Pine_P1,42,126,5,B,,2.116,2.096,0.954,0.868,0.5343,0.4835,3,
WDS_Pitch_Pine_P1,42,126,5,A,,1.496,1.484,0.642,0.578,0.5041,0.4502,3,
WDS_Pitch_Pine_P1,42,126,4,B,,2.432,2.436,0.988,0.932,0.4728,0.441,3,
WDS_Pitch_Pine_P1,42,126,4,A,,2.58,2.578,1.048,0.988,0.4727,0.4419,3,
WDS_Pitch_Pine_P1,42,126,3,B,,2.054,2.042,0.864,0.734,0.4924,0.4106,3,
WDS_Pitch_Pine_P1,42,126,3,A,,1.704,1.694,0.714,0.596,0.4902,0.4007,3,
WDS_Pitch_Pine_P1,42,126,2,B,,2.796,2.822,1.188,1.136,0.4982,0.4678,3,
WDS_Pitch_Pine_P1,42,126,2,A,,2.45,2.49,0.912,0.868,0.4274,0.3965,3,
WDS_Pitch_Pine_P1,42,126,1,B,,2.066,2.072,0.908,0.796,0.5184,0.4431,3,
WDS_Pitch_Pine_P1,43,126,10,B,,1.552,1.572,0.674,0.64,0.5112,0.474,3,
WDS_Pitch_Pine_P1,43,126,20,A,,1.536,1.56,0.632,0.576,0.4799,0.4234,3,
WDS_Pitch_Pine_P1,43,126,19,B,,1.306,1.316,0.542,0.512,0.4847,0.4497,3,
WDS_Pitch_Pine_P1,43,126,19,A,,1.302,1.316,0.566,0.52,0.5118,0.4578,3,
WDS_Pitch_Pine_P1,43,126,18,B,,2.1,2.114,0.816,0.732,0.449,0.3935,3,
WDS_Pitch_Pine_P1,43,126,18,A,,1.806,1.82,0.652,0.612,0.4126,0.3806,3,
WDS_Pitch_Pine_P1,43,126,17,B,,1.8,1.808,0.738,0.7,0.4779,0.4471,3,
WDS_Pitch_Pine_P1,43,126,17,A,,1.34,1.35,0.508,0.488,0.4364,0.4132,3,
WDS_Pitch_Pine_P1,43,126,16,B,,1.952,1.972,0.808,0.752,0.4832,0.4394,3,
WDS_Pitch_Pine_P1,43,126,16,A,,1.648,1.664,0.674,0.626,0.4765,0.4326,3,
WDS_Pitch_Pine_P1,43,126,15,B,,1.568,1.562,0.678,0.646,0.5086,0.4827,3,
WDS_Pitch_Pine_P1,43,126,15,A,,1.514,1.514,0.622,0.592,0.479,0.4523,3,
WDS_Pitch_Pine_P1,43,126,14,B,,1.402,1.312,0.54,0.49,0.4445,0.429,3,
WDS_Pitch_Pine_P1,43,126,14,A,,1.894,1.992,0.782,0.772,0.4818,0.4476,3,
WDS_Pitch_Pine_P1,43,126,13,B,,2.418,2.398,1.08,1.004,0.5284,0.4897,3,
WDS_Pitch_Pine_P1,43,126,13,A,,1.942,1.932,0.948,0.772,0.5875,0.4638,3,
WDS_Pitch_Pine_P1,43,126,12,B,,1.236,1.252,0.568,0.55,0.5466,0.5181,3,
WDS_Pitch_Pine_P1,43,126,12,A,,1.138,1.146,0.5,0.478,0.5182,0.4875,3,
WDS_Pitch_Pine_P1,43,126,11,B,,1.474,1.492,0.69,0.664,0.5587,0.5262,3,
WDS_Pitch_Pine_P1,43,126,11,A,,1.33,1.342,0.582,0.548,0.5158,0.4756,3,
WDS_Pitch_Pine_P1,43,126,20,B,,1.788,1.776,1.028,0.78,0.7179,0.518,3,
WDS_Pitch_Pine_P1,43,126,10,A,,1.23,1.242,0.514,0.482,0.4886,0.4484,3,
WDS_Pitch_Pine_P1,43,126,9,B,,1.35,1.372,0.518,0.502,0.4425,0.419,3,
WDS_Pitch_Pine_P1,43,126,9,A,,1.338,1.364,0.542,0.524,0.4712,0.4431,3,
WDS_Pitch_Pine_P1,43,126,8,B,,1.886,1.902,0.742,0.718,0.4555,0.4343,3,
WDS_Pitch_Pine_P1,43,126,8,A,,1.264,1.272,0.498,0.478,0.4563,0.432,3,
WDS_Pitch_Pine_P1,43,126,7,B,,2.028,2.652,1.052,1.012,0.6324,0.4397,3,
WDS_Pitch_Pine_P1,43,126,7,A,,2.158,2.174,0.846,0.81,0.4536,0.4278,3,
WDS_Pitch_Pine_P1,43,126,6,B,,1.892,1.884,0.842,0.75,0.5261,0.4618,3,
WDS_Pitch_Pine_P1,43,126,1,A,,1.136,1.136,0.438,0.412,0.445,0.4148,3,
WDS_Pitch_Pine_P1,43,126,6,A,,1.2,1.19,0.498,0.432,0.4847,0.4152,3,
WDS_Pitch_Pine_P1,43,126,5,B,,2.694,2.69,1.088,1.04,0.4696,0.4464,3,
WDS_Pitch_Pine_P1,43,126,5,A,,2.068,2.084,0.816,0.768,0.4571,0.4225,3,
WDS_Pitch_Pine_P1,43,126,4,B,,1.51,1.522,0.652,0.634,0.5077,0.4868,3,
WDS_Pitch_Pine_P1,43,126,4,A,,1.262,1.268,0.534,0.514,0.4958,0.4716,3,
WDS_Pitch_Pine_P1,43,126,3,B,,1.666,1.676,0.718,0.672,0.5066,0.4656,3,
WDS_Pitch_Pine_P1,43,126,3,A,,1.848,1.862,0.842,0.79,0.541,0.4974,3,
WDS_Pitch_Pine_P1,43,126,2,B,,1.788,1.798,0.8,0.75,0.5295,0.4876,3,
WDS_Pitch_Pine_P1,43,126,2,A,,1.042,1.036,0.426,0.4,0.4763,0.4457,3,
WDS_Pitch_Pine_P1,43,126,1,B,,1.64,1.64,0.646,0.622,0.4561,0.4366,3,
WDS_Pitch_Pine_P1,44,126,20,B,,3.096,3.102,1.144,1.096,0.4237,0.4026,3,
WDS_Pitch_Pine_P1,44,126,20,A,,2.312,2.324,0.9,0.862,0.4499,0.4256,3,
WDS_Pitch_Pine_P1,44,126,19,B,,1.93,1.924,0.89,0.756,0.5488,0.4548,3,
WDS_Pitch_Pine_P1,44,126,19,A,,1.55,1.552,0.684,0.58,0.5209,0.4293,3,
WDS_Pitch_Pine_P1,44,126,18,B,,2.656,2.668,1.234,0.958,0.5537,0.4101,3,
WDS_Pitch_Pine_P1,44,126,18,A,,2.746,2.76,1.086,1.022,0.4583,0.4248,3,
WDS_Pitch_Pine_P1,44,126,17,B,,3.444,3.464,1.466,1.4,0.4993,0.47,3,
WDS_Pitch_Pine_P1,44,126,17,A,,3.07,3.084,1.258,1.184,0.4776,0.4428,3,
WDS_Pitch_Pine_P1,44,126,16,B,,4,4.054,1.778,1.686,0.5254,0.4859,3,
WDS_Pitch_Pine_P1,44,126,16,A,,2.748,2.75,1.084,0.996,0.4569,0.4141,3,
WDS_Pitch_Pine_P1,44,126,15,B,,4.422,4.448,1.942,1.704,0.518,0.4417,3,
WDS_Pitch_Pine_P1,44,126,15,A,,2.286,2.296,0.948,0.84,0.4843,0.4189,3,
WDS_Pitch_Pine_P1,44,126,14,B,,3.518,3.442,1.576,1.242,0.5303,0.4124,3,
WDS_Pitch_Pine_P1,44,126,14,A,,3.442,3.44,1.464,1.334,0.4988,0.448,3,
WDS_Pitch_Pine_P1,44,126,13,B,,1.272,1.274,0.486,0.462,0.4404,0.4147,3,
WDS_Pitch_Pine_P1,44,126,13,A,,1.772,1.778,0.816,0.778,0.5479,0.5157,3,
WDS_Pitch_Pine_P1,44,126,12,B,,2.934,2.932,1.058,1,0.4121,0.3868,3,
WDS_Pitch_Pine_P1,44,126,12,A,,3.17,3.176,1.182,1.12,0.4282,0.4017,3,
WDS_Pitch_Pine_P1,44,126,11,B,,3.078,3.072,1.318,1.14,0.5028,0.4258,3,
WDS_Pitch_Pine_P1,44,126,11,A,,3.396,3.38,1.472,1.226,0.51,0.4148,3,
WDS_Pitch_Pine_P1,44,126,10,B,,1.142,1.14,0.452,0.426,0.4587,0.4292,3,
WDS_Pitch_Pine_P1,44,126,10,A,,1.694,1.702,0.732,0.698,0.5082,0.478,3,
WDS_Pitch_Pine_P1,44,126,9,B,,1.8,1.8,0.788,0.756,0.516,0.4915,3,
WDS_Pitch_Pine_P1,44,126,9,A,,1.876,1.876,0.832,0.798,0.524,0.4989,3,
WDS_Pitch_Pine_P1,44,126,8,B,,2.3,2.296,0.932,0.882,0.4714,0.4431,3,
WDS_Pitch_Pine_P1,44,126,8,A,,2.842,2.838,1.192,1.128,0.4907,0.4609,3,
WDS_Pitch_Pine_P1,44,126,7,B,,3.696,3.688,1.432,1.312,0.4475,0.4058,3,
WDS_Pitch_Pine_P1,44,126,7,A,,3.68,3.672,1.402,1.308,0.4389,0.4063,3,
WDS_Pitch_Pine_P1,44,126,6,B,,3.152,3.14,1.314,1.246,0.4872,0.4601,3,
WDS_Pitch_Pine_P1,44,126,6,A,,2.768,2.76,1.2,1.134,0.5101,0.4791,3,
WDS_Pitch_Pine_P1,44,126,5,B,,2.496,2.484,1.068,1.016,0.5023,0.4765,3,
WDS_Pitch_Pine_P1,44,126,5,A,,1.56,1.532,0.596,0.556,0.4403,0.4151,3,
WDS_Pitch_Pine_P1,44,126,4,B,,2.27,2.246,0.934,0.88,0.4798,0.4533,3,
WDS_Pitch_Pine_P1,44,126,4,A,,2.53,2.51,1.018,0.936,0.4675,0.4282,3,
WDS_Pitch_Pine_P1,44,126,3,B,,3.71,3.69,1.744,1.418,0.5615,0.4433,3,
WDS_Pitch_Pine_P1,44,126,3,A,,3.944,3.936,1.792,1.432,0.5392,0.4163,3,
WDS_Pitch_Pine_P1,44,126,2,B,,3.716,3.744,1.582,1.51,0.4994,0.4688,3,
WDS_Pitch_Pine_P1,44,126,2,A,,3.366,3.382,1.44,1.338,0.5022,0.4585,3,
WDS_Pitch_Pine_P1,44,126,1,B,,3.354,3.38,1.208,1.15,0.4115,0.3857,3,
WDS_Pitch_Pine_P1,44,126,1,A,,3.242,3.254,1.108,1.048,0.3877,0.3625,3,
WDS_Pitch_Pine_P1,45,126,11,A,,2.356,2.382,0.958,0.902,0.4733,0.4358,3,
WDS_Pitch_Pine_P1,45,126,1,A,,2.488,2.508,1.072,1.04,0.5065,0.4842,3,
WDS_Pitch_Pine_P1,45,126,1,B,,1.982,1.998,0.834,0.806,0.4926,0.4689,3,
WDS_Pitch_Pine_P1,45,126,2,A,,2.722,2.692,1.242,1.036,0.5419,0.444,3,
WDS_Pitch_Pine_P1,45,126,2,B,,3.54,3.518,1.538,1.408,0.5114,0.4646,3,
WDS_Pitch_Pine_P1,45,126,3,A,,2.544,2.558,1.148,1.078,0.5349,0.4935,3,
WDS_Pitch_Pine_P1,45,126,3,B,,2.622,2.644,1.2,1.14,0.5439,0.5069,3,
WDS_Pitch_Pine_P1,45,126,4,A,,2.706,2.722,1.148,1.1,0.4973,0.4699,3,
WDS_Pitch_Pine_P1,45,126,4,B,,2.382,2.402,1.004,0.972,0.4936,0.4706,3,
WDS_Pitch_Pine_P1,45,126,5,A,,2.854,2.878,1.38,1.302,0.5808,0.5365,3,
WDS_Pitch_Pine_P1,45,126,5,B,,3.072,3.06,1.554,1.3,0.6133,0.4981,3,
WDS_Pitch_Pine_P1,45,126,6,A,,1.882,1.888,0.738,0.7,0.4538,0.4254,3,
WDS_Pitch_Pine_P1,45,126,6,B,,1.992,2,0.856,0.808,0.5049,0.4697,3,
WDS_Pitch_Pine_P1,45,126,7,A,,2.746,2.762,1.218,1.16,0.5241,0.4915,3,
WDS_Pitch_Pine_P1,45,126,7,B,,1.748,1.752,0.726,0.682,0.4851,0.4499,3,
WDS_Pitch_Pine_P1,45,126,8,A,,3.042,3.054,1.408,1.362,0.5512,0.5275,3,
WDS_Pitch_Pine_P1,45,126,8,B,,1.836,1.846,0.818,0.758,0.5268,0.4787,3,
WDS_Pitch_Pine_P1,45,126,9,A,,1.484,1.488,0.576,0.538,0.4484,0.4133,3,
WDS_Pitch_Pine_P1,45,126,9,B,,2.538,2.548,1.114,1.034,0.5176,0.4722,3,
WDS_Pitch_Pine_P1,45,126,10,A,,1.672,1.694,0.734,0.694,0.5177,0.4774,3,
WDS_Pitch_Pine_P1,45,126,10,B,,1.766,1.782,0.796,0.758,0.5341,0.4989,3,
WDS_Pitch_Pine_P1,45,126,11,B,,3.186,3.216,1.432,1.362,0.5324,0.4963,3,
WDS_Pitch_Pine_P1,45,126,12,A,,2.42,2.408,1.026,0.876,0.497,0.4162,3,
WDS_Pitch_Pine_P1,45,126,12,B,,3.092,3.092,1.294,1.162,0.4895,0.4321,3,
WDS_Pitch_Pine_P1,45,126,13,A,,2.304,2.314,0.992,0.95,0.506,0.4786,3,
WDS_Pitch_Pine_P1,45,126,13,B,,2.148,2.152,0.936,0.87,0.5132,0.4701,3,
WDS_Pitch_Pine_P1,45,126,14,A,,2.312,2.316,1,0.936,0.5088,0.4699,3,
WDS_Pitch_Pine_P1,45,126,14,B,,1.9,1.914,0.772,0.728,0.4729,0.4381,3,
WDS_Pitch_Pine_P1,45,126,15,A,,2.352,2.368,1.054,1.002,0.5305,0.4958,3,
WDS_Pitch_Pine_P1,45,126,15,B,,2.362,2.372,1.03,0.982,0.5137,0.4833,3,
WDS_Pitch_Pine_P1,45,126,16,A,,1.702,1.718,0.788,0.768,0.5514,0.5289,3,
WDS_Pitch_Pine_P1,45,126,16,B,,2.18,2.186,1.064,0.98,0.5874,0.5307,3,
WDS_Pitch_Pine_P1,45,126,17,A,,3.224,3.246,1.428,1.378,0.5232,0.4977,3,
WDS_Pitch_Pine_P1,45,126,17,B,,2.578,2.614,1.148,1.108,0.5265,0.4968,3,
WDS_Pitch_Pine_P1,45,126,18,A,,2.296,2.308,1.008,0.962,0.5178,0.4871,3,
WDS_Pitch_Pine_P1,45,126,18,B,,2.364,2.362,1.14,0.992,0.5789,0.4915,3,
WDS_Pitch_Pine_P1,45,126,19,A,,2.082,2.1,0.876,0.822,0.4925,0.4528,3,
WDS_Pitch_Pine_P1,45,126,19,B,,2.256,2.276,0.922,0.872,0.4761,0.4418,3,
WDS_Pitch_Pine_P1,45,126,20,A,,2.284,2.298,1.01,0.972,0.5222,0.4956,3,
WDS_Pitch_Pine_P1,45,126,20,B,,2.118,2.106,0.918,0.88,0.51,0.4886,3,
WDS_Pitch_Pine_P1,46,126,10,B,,2.716,2.7,1.318,1.186,0.5833,0.5181,3,
WDS_Pitch_Pine_P1,46,126,1,A,,2.498,2.48,0.984,0.908,0.4562,0.4193,3,
WDS_Pitch_Pine_P1,46,126,1,B,,2.628,2.618,1.098,1.066,0.4885,0.474,3,
WDS_Pitch_Pine_P1,46,126,2,A,,1.262,1.258,0.522,0.478,0.4828,0.4376,3,
WDS_Pitch_Pine_P1,46,126,2,B,,1.456,1.452,0.544,0.516,0.4292,0.4053,3,
WDS_Pitch_Pine_P1,46,126,3,A,,2.608,2.602,1.122,1.084,0.5056,0.4869,3,
WDS_Pitch_Pine_P1,46,126,3,B,,2.602,2.6,1.056,1.01,0.4722,0.4489,3,
WDS_Pitch_Pine_P1,46,126,4,A,,1.88,1.9,0.758,0.728,0.4686,0.4418,3,
WDS_Pitch_Pine_P1,46,126,4,B,,2.058,2.066,0.894,0.866,0.5113,0.4904,3,
WDS_Pitch_Pine_P1,46,126,5,A,,2.502,2.488,1.13,0.998,0.5354,0.4659,3,
WDS_Pitch_Pine_P1,46,126,5,B,,2.658,2.656,1.252,1.032,0.5629,0.449,3,
WDS_Pitch_Pine_P1,46,126,6,A,,1.54,1.542,0.67,0.642,0.5123,0.4865,3,
WDS_Pitch_Pine_P1,46,126,6,B,,1.748,1.744,0.794,0.762,0.5391,0.5149,3,
WDS_Pitch_Pine_P1,46,126,7,A,,1.59,1.594,0.676,0.656,0.4986,0.48,3,
WDS_Pitch_Pine_P1,46,126,7,B,,1.858,1.874,0.846,0.828,0.5406,0.5217,3,
WDS_Pitch_Pine_P1,46,126,8,A,,1.662,1.674,0.726,0.692,0.5147,0.4825,3,
WDS_Pitch_Pine_P1,46,126,8,B,,1.878,1.888,0.838,0.806,0.5278,0.501,3,
WDS_Pitch_Pine_P1,46,126,9,A,,1.132,1.15,0.48,0.464,0.497,0.469,3,
WDS_Pitch_Pine_P1,46,126,9,B,,1.822,1.868,0.812,0.786,0.527,0.4926,3,
WDS_Pitch_Pine_P1,46,126,10,A,,2.298,2.308,1.108,1.066,0.5788,0.5498,3,
WDS_Pitch_Pine_P1,46,126,11,A,,1.632,1.642,0.692,0.67,0.497,0.4752,3,
WDS_Pitch_Pine_P1,46,126,11,B,,2.068,2.074,0.912,0.882,0.5205,0.4987,3,
WDS_Pitch_Pine_P1,46,126,12,A,,2.438,2.43,1.016,0.966,0.487,0.461,3,
WDS_Pitch_Pine_P1,46,126,12,B,,2.808,2.794,1.224,1.17,0.5134,0.4898,3,
WDS_Pitch_Pine_P1,46,126,13,A,,1.332,1.328,0.536,0.52,0.4676,0.453,3,
WDS_Pitch_Pine_P1,46,126,13,B,,1.632,1.638,0.674,0.652,0.4819,0.4617,3,
WDS_Pitch_Pine_P1,46,126,14,A,,1.188,1.192,0.568,0.53,0.573,0.5256,3,
WDS_Pitch_Pine_P1,46,126,14,B,,1.516,1.518,0.724,0.688,0.5722,0.5376,3,
WDS_Pitch_Pine_P1,46,126,15,A,,1.542,1.554,0.582,0.558,0.4342,0.4101,3,
WDS_Pitch_Pine_P1,46,126,15,B,,1.542,1.548,0.63,0.604,0.4759,0.4512,3,
WDS_Pitch_Pine_P1,46,126,16,A,,1.726,1.712,0.728,0.658,0.494,0.4434,3,
WDS_Pitch_Pine_P1,46,126,16,B,,2.142,2.122,0.892,0.85,0.4866,0.4651,3,
WDS_Pitch_Pine_P1,46,126,17,A,,3.312,3.328,1.302,1.242,0.4551,0.4286,3,
WDS_Pitch_Pine_P1,46,126,17,B,,3.644,3.634,1.482,1.41,0.4734,0.4482,3,
WDS_Pitch_Pine_P1,46,126,18,A,,0.818,0.834,0.38,0.368,0.5536,0.5209,3,
WDS_Pitch_Pine_P1,46,126,18,B,,1.134,1.15,0.528,0.502,0.5551,0.5143,3,
WDS_Pitch_Pine_P1,46,126,19,A,,1.148,1.17,0.48,0.462,0.4889,0.4574,3,
WDS_Pitch_Pine_P1,46,126,19,B,,1.2,1.222,0.482,0.466,0.4666,0.4394,3,
WDS_Pitch_Pine_P1,46,126,20,A,,1.334,1.352,0.52,0.502,0.4507,0.4261,3,
WDS_Pitch_Pine_P1,46,126,20,B,,1.19,1.204,0.454,0.44,0.4396,0.4184,3,
WDS_Pitch_Pine_P1,47,126,20,A,,1.556,1.568,0.682,0.626,0.5168,0.4633,3,
WDS_Pitch_Pine_P1,47,126,1,A,,1.716,1.732,0.734,0.702,0.5021,0.4715,3,
WDS_Pitch_Pine_P1,47,126,1,B,,1.752,1.768,0.766,0.742,0.5153,0.4911,3,
WDS_Pitch_Pine_P1,47,126,2,A,,2.464,2.48,1.014,0.928,0.4799,0.4299,3,
WDS_Pitch_Pine_P1,47,126,2,B,,3.336,3.338,1.48,1.306,0.5242,0.4526,3,
WDS_Pitch_Pine_P1,47,126,3,A,,2.142,2.146,0.946,0.762,0.5214,0.4049,3,
WDS_Pitch_Pine_P1,47,126,3,B,,3.508,3.512,1.492,1.37,0.4988,0.451,3,
WDS_Pitch_Pine_P1,47,126,4,A,,2.126,2.132,0.924,0.858,0.5117,0.4676,3,
WDS_Pitch_Pine_P1,47,126,4,B,,2.184,2.196,0.908,0.854,0.4857,0.4494,3,
WDS_Pitch_Pine_P1,47,126,5,A,,2.702,2.718,1.098,0.998,0.4729,0.4207,3,
WDS_Pitch_Pine_P1,47,126,5,B,,3.442,3.45,1.398,1.338,0.4727,0.448,3,
WDS_Pitch_Pine_P1,47,126,6,A,,1.322,1.332,0.546,0.52,0.482,0.4514,3,
WDS_Pitch_Pine_P1,47,126,6,B,,1.838,1.852,0.796,0.746,0.5095,0.4681,3,
WDS_Pitch_Pine_P1,47,126,7,A,,1.208,1.218,0.502,0.484,0.4854,0.4608,3,
WDS_Pitch_Pine_P1,47,126,7,B,,1.33,1.346,0.532,0.508,0.4643,0.4342,3,
WDS_Pitch_Pine_P1,47,126,8,A,,1.066,1.078,0.46,0.448,0.5074,0.4855,3,
